group	fraction_aag_like_cds	fraction_aag_like_3utr
low_clip_control	1.0	0.0
other	0.75	0.0
low_clip_control	0.4615384615384615	0.5384615384615384
high_clip_target	0.6976744186046512	0.3023255813953488
other	0.4	0.275
low_clip_control	0.9285714285714286	0.0714285714285714
high_clip_target	0.3333333333333333	0.6111111111111112
low_clip_control	0.5789473684210527	0.4210526315789473
low_clip_control	0.1875	0.8125
other	0.4583333333333333	0.5
low_clip_control	0.5625	0.375
functional_target	0.5277777777777778	0.3611111111111111
other	0.7241379310344828	0.1379310344827586
low_clip_control	0.3	0.7
low_clip_control	0.6486486486486487	0.3513513513513513
other	0.8181818181818182	0.1363636363636363
low_clip_control	0.5	0.4090909090909091
low_clip_control	0.6923076923076923	0.2307692307692307
low_clip_control	0.84	0.16
other	0.8857142857142857	0.0285714285714285
other	0.6666666666666666	0.25
low_clip_control	0.74	0.24
high_clip_target	0.5	0.48
low_clip_control	0.9473684210526316	0.0
low_clip_control	0.7857142857142857	0.0714285714285714
low_clip_control	0.5833333333333334	0.4166666666666667
low_clip_control	0.7	0.15
low_clip_control	0.5862068965517241	0.4137931034482758
other	0.6666666666666666	0.3333333333333333
low_clip_control	0.7	0.2
low_clip_control	0.9178082191780822	0.0821917808219178
low_clip_control	0.2727272727272727	0.6363636363636364
low_clip_control	0.2790697674418604	0.6046511627906976
low_clip_control	0.5333333333333333	0.4666666666666667
low_clip_control	0.7142857142857143	0.1428571428571428
other	0.5	0.5
other	0.4666666666666667	0.4
low_clip_control	0.6	0.375
other	0.5238095238095238	0.4285714285714285
low_clip_control	0.8666666666666667	0.0666666666666666
low_clip_control	0.375	0.5625
other	0.8571428571428571	0.1428571428571428
other	0.5813953488372093	0.3720930232558139
high_clip_target	0.5555555555555556	0.4444444444444444
low_clip_control	0.97	0.02
low_clip_control	0.8333333333333334	0.0
low_clip_control	0.7272727272727273	0.2727272727272727
other	0.6538461538461539	0.3076923076923077
low_clip_control	1.0	0.0
low_clip_control	0.7272727272727273	0.1818181818181818
low_clip_control	0.8	0.12
low_clip_control	0.4782608695652174	0.3478260869565217
low_clip_control	0.5714285714285714	0.3571428571428571
other	0.6666666666666666	0.3333333333333333
low_clip_control	0.55	0.2
low_clip_control	0.875	0.125
low_clip_control	0.6	0.4
low_clip_control	1.0	0.0
other	0.8461538461538461	0.0
other	0.7647058823529411	0.1764705882352941
low_clip_control	0.6363636363636364	0.2727272727272727
low_clip_control	0.4444444444444444	0.5555555555555556
other	0.4285714285714285	0.5142857142857142
functional_target	0.25	0.75
low_clip_control	0.8145161290322581	0.1854838709677419
high_clip_target	0.3333333333333333	0.3333333333333333
low_clip_control	0.5	0.1666666666666666
low_clip_control	0.5	0.4615384615384615
other	0.75	0.0
low_clip_control	0.9642857142857144	0.0357142857142857
low_clip_control	0.76	0.16
low_clip_control	0.3333333333333333	0.6666666666666666
other	0.8	0.2
other	0.4736842105263157	0.4736842105263157
low_clip_control	0.7058823529411765	0.1764705882352941
low_clip_control	0.5	0.5
other	0.875	0.0416666666666666
low_clip_control	0.7777777777777778	0.1111111111111111
other	0.7894736842105263	0.0526315789473684
other	0.7333333333333333	0.1333333333333333
low_clip_control	0.9745762711864406	0.0169491525423728
low_clip_control	0.7647058823529411	0.2352941176470588
low_clip_control	0.55	0.35
functional_target	0.273972602739726	0.6712328767123288
other	0.6491228070175439	0.3333333333333333
low_clip_control	0.3	0.65
other	0.8	0.0666666666666666
low_clip_control	0.5555555555555556	0.3333333333333333
other	0.4615384615384615	0.3076923076923077
other	0.6666666666666666	0.3333333333333333
low_clip_control	0.9642857142857144	0.0357142857142857
other	0.6486486486486487	0.3513513513513513
low_clip_control	0.75	0.25
other	0.3103448275862069	0.6896551724137931
low_clip_control	0.6666666666666666	0.2
high_clip_target	0.6666666666666666	0.3333333333333333
low_clip_control	0.7948717948717948	0.1794871794871795
low_clip_control	0.7857142857142857	0.2142857142857142
other	0.5384615384615384	0.4615384615384615
low_clip_control	0.9016393442622952	0.0983606557377049
low_clip_control	1.0	0.0
low_clip_control	0.8125	0.1875
low_clip_control	0.625	0.3333333333333333
low_clip_control	0.1538461538461538	0.3076923076923077
low_clip_control	0.3529411764705882	0.6470588235294118
low_clip_control	0.625	0.375
low_clip_control	0.7666666666666667	0.2333333333333333
other	0.5238095238095238	0.1904761904761904
other	0.1866666666666666	0.8
low_clip_control	0.875	0.0
other	0.8	0.1
high_clip_target	0.5316455696202531	0.4556962025316455
high_clip_target	0.5079365079365079	0.4603174603174603
low_clip_control	0.8928571428571429	0.0357142857142857
low_clip_control	0.5	0.125
functional_target	0.9361702127659576	0.0425531914893617
low_clip_control	0.8181818181818182	0.1212121212121212
other	0.4375	0.53125
low_clip_control	0.3442622950819672	0.6229508196721312
low_clip_control	0.6140350877192983	0.3859649122807017
low_clip_control	0.8333333333333334	0.0555555555555555
other	0.7222222222222222	0.2222222222222222
other	0.6153846153846154	0.3846153846153846
high_clip_target	0.66	0.34
other	0.0961538461538461	0.8076923076923077
low_clip_control	0.8108108108108109	0.1351351351351351
low_clip_control	0.6	0.4
low_clip_control	0.7931034482758621	0.2068965517241379
low_clip_control	0.5555555555555556	0.3333333333333333
other	0.7441860465116279	0.2325581395348837
low_clip_control	0.8333333333333334	0.1666666666666666
low_clip_control	0.6428571428571429	0.2857142857142857
other	0.8	0.0666666666666666
low_clip_control	0.7346938775510204	0.2653061224489796
low_clip_control	0.75	0.125
other	0.34375	0.625
other	0.4117647058823529	0.5882352941176471
low_clip_control	0.5357142857142857	0.4642857142857143
high_clip_target	0.8	0.2
other	0.9090909090909092	0.0909090909090909
high_clip_target	0.7322834645669292	0.2519685039370078
functional_target	0.2	0.8
low_clip_control	0.9166666666666666	0.0
other	0.2272727272727272	0.7272727272727273
low_clip_control	0.95	0.025
low_clip_control	0.631578947368421	0.3157894736842105
other	0.2075471698113207	0.7358490566037735
other	0.45	0.55
low_clip_control	0.475	0.525
low_clip_control	0.8636363636363636	0.0681818181818181
low_clip_control	0.6363636363636364	0.3181818181818182
low_clip_control	0.925	0.075
other	0.2857142857142857	0.5238095238095238
